,Datetime,Tweet Id,Text,Username
75,2022-04-15 20:45:03+00:00,1515068707051032590,"‘I’ll Tell You When I’ve Had Enough,’ Says Pete Buttigieg, Blowing Off Steam With Another Round Through Car Wash",TheOnion
76,2022-04-15 20:00:20+00:00,1515057456505888774,The History Of The NYPD,TheOnion
77,2022-04-15 19:15:03+00:00,1515046061747884035,Philips Unveils New Electric Combine For Harvesting Body Hair,TheOnion
78,2022-04-15 18:30:05+00:00,1515034745238953984,Cleveland Guardians Criticized For Stereotypical Depictions Of Art Deco Community,TheOnion
79,2022-04-15 17:45:05+00:00,1515023418118258688,Dianne Feinstein Argues She Still Perfectly Mentally Fit To Continue Captaining Submarine,TheOnion
80,2022-04-15 17:00:21+00:00,1515012160220504071,Most Common Death In Every State,TheOnion
81,2022-04-15 16:15:04+00:00,1515000764665675787,Thank God I Live In New Jersey — by Eric Adams,TheOnion
82,2022-04-15 15:30:10+00:00,1514989465374236673,Woman Admits To Faking 2016 Kidnapping  #WhatDoYouThink?,TheOnion
83,2022-04-15 15:00:31+00:00,1514982002566574094,"Sadly, most kids are broke as shit.",TheOnion
84,2022-04-15 14:45:04+00:00,1514978117143703563,God Who Took Form Of Swan Finding It Much Harder To Seduce Women Than Expected,TheOnion
85,2022-04-15 14:00:22+00:00,1514966867055685639,Teen’s Eyes Begin Glowing Red While Reciting Forbidden Knowledge From Book On Critical Race Theory,TheOnion
86,2022-04-15 13:15:01+00:00,1514955456409653250,"“I have doused the building in gasoline, and if you don’t give me $500 right now, I’ll burn it to the ground.”",TheOnion
87,2022-04-15 12:30:04+00:00,1514944141838401540,Dock Worker Feeling Unfair Pressure To Be Ornery Tough Guy,TheOnion
88,2022-04-15 03:15:00+00:00,1514804454494670850,Follow The Onion on TikTok for news catered exclusively to whatever comes after Millennials.,TheOnion
89,2022-04-15 02:45:02+00:00,1514796915140878338,“I’ll answer that question as soon as the government lifts its sanctions against us.”,TheOnion
90,2022-04-15 02:00:04+00:00,1514785598850039810,Report: Ronan Farrow Has Been Asking People About You,TheOnion
91,2022-04-15 01:30:03+00:00,1514778042211586048,"“Oh my God, it hurts so much, there’s no way the human body is meant to hold this position for so long,” said Yang.",TheOnion
92,2022-04-15 01:15:02+00:00,1514774263906983944,Nation’s Top Pseudoscientists Harness High-Energy Quartz Crystal Capable Of Reversing Effects Of Being Gemini,TheOnion
93,2022-04-15 00:30:02+00:00,1514762940339040298,"‘At Least Someone’s Getting Pregnant,’ Reports Mother-In-Law Watching News Story About Child Brides",TheOnion
94,2022-04-15 00:00:05+00:00,1514755403959222280,You can just tell that little fucker knows how smart they are​ and can’t wait to lord it over you.,TheOnion
95,2022-04-14 23:45:02+00:00,1514751614002901005,Drama Queen Waiter Completely Full of Shit About Plate Being Too Hot To Touch,TheOnion
96,2022-04-14 23:00:06+00:00,1514740309124653061,Garlic Clove Concerned About Being Deployed Into Water Glass With No Real Exit Strategy,TheOnion
97,2022-04-14 22:30:03+00:00,1514732746240839690,Encouraging your child to pursue a career in philosophy is as clear a response as any that you are as rich as they come.,TheOnion
98,2022-04-14 22:15:03+00:00,1514728970419376140,The Onion Store Sweepstakes: Enter your credit card information at checkout now for a chance to own all of the items currently in your cart.,TheOnion
99,2022-04-14 21:30:04+00:00,1514717650009604102,"Finland, Sweden Evaluating NATO Membership With Free One-Day Guest Pass",TheOnion
100,2022-04-14 21:00:07+00:00,1514710110882439176,"“Oh, I was just doing that for the summer because my parents wanted me to have a taste of working-class life before I went to Vassar.” — Kendra Baum (Hostess)",TheOnion
101,2022-04-14 20:45:03+00:00,1514706319130955780,Experts Recommend All Children Over 8 Be Screened For Anxiety  #WhatDoYouThink?,TheOnion
102,2022-04-14 20:45:01+00:00,1514706313816780814,"Talking about money can be difficult for many families, which is why we recommend paying someone to do it for you. Here’s what to say if your child asks if you’re rich.",TheOnion
103,2022-04-14 20:00:18+00:00,1514695059312197649,Dad Shredding Old Junk Mail With Intensity Of Watergate 7,TheOnion
104,2022-04-14 19:13:40+00:00,1514683324710768642,"Talking about money can be difficult for many families, which is why we recommend paying someone to do it for you.",TheOnion
105,2022-04-14 18:30:06+00:00,1514672361055952900,Climate Report Finds Antarctica Could Support Multiple Golf Courses By 2050,TheOnion
106,2022-04-14 18:00:23+00:00,1514664880929976322,"“I’d serve my country, and I’d do it poorly. That’s a promise.” — Alexis McNamara (18)",TheOnion
107,2022-04-14 17:45:03+00:00,1514661021864144904,"We Got 50 Scientists, Artists, And Entrepreneurs To Envision A World Without Portugal",TheOnion
108,2022-04-14 17:00:24+00:00,1514649786120650754,This Week's Editorial Cartoon: 'Rock Out With Your Caucus Out',TheOnion
109,2022-04-14 16:15:06+00:00,1514638385545105415,Man Endures Crippling Agony Of Proper Posture,TheOnion
110,2022-04-14 15:30:06+00:00,1514627061490532356,Psychotic Break Really Helping Man Come Out Of Shell,TheOnion
111,2022-04-14 15:00:29+00:00,1514619608623243264,"De Blasio: ‘Well, Well, Well, Not So Easy To Find A Mayor That Doesn’t Suck Shit, Huh?’",TheOnion
112,2022-04-14 14:00:36+00:00,1514604538686177280,Scam Experts Advise Americans That IRS Will Never Try To Contact You From Beyond Earthly Realm,TheOnion
113,2022-04-14 13:15:02+00:00,1514593071073271812,"“I’m sure the Duffer brothers will write a fun, engaging way out of this for me.” — Millie Bobby Brown (18)",TheOnion
114,2022-04-14 12:30:01+00:00,1514581743482847233,New Initiative Helps Young Girls Gain Confidence By Teaching Them To Melt Human Beings With Sonic Mind Blasts,TheOnion
115,2022-04-14 03:15:00+00:00,1514442068420173827,"If you love TikTok, you will love website",TheOnion
116,2022-04-14 02:30:02+00:00,1514430749079912450,Sweat-Soaked Mattress Praying This The Year Couple Invests In Air Conditioner,TheOnion
117,2022-04-14 02:00:03+00:00,1514423207570423820,“Give me 10 minutes and I can dox the Secretary of Defense.” — Chris Stevens (21),TheOnion
118,2022-04-14 01:45:01+00:00,1514419420940152832,Special Guest At Sea Lion Show Just Another Sea Lion,TheOnion
119,2022-04-14 01:00:06+00:00,1514408117039214602,Employee On Thin Ice After Taking Allotted Personal Day,TheOnion
120,2022-04-14 00:30:04+00:00,1514400560392384521,"“Ugh, first you’re whining about how you want food, and now you’re droning on and on about permanent economic collapse—give it a fucking rest, okay?”",TheOnion
121,2022-04-14 00:15:02+00:00,1514396775511166988,Nation All Itchy,TheOnion
122,2022-04-13 23:30:02+00:00,1514385453025316867,Two-Thirds Full Bag Of Potting Soil Forever Banished To Area Under Porch,TheOnion
123,2022-04-13 23:00:13+00:00,1514377948610154504,"Illinois: “Damn, you look like you don’t plan to live here permanently.”",TheOnion
124,2022-04-13 22:45:03+00:00,1514374130417778688,Raspberry Self-Conscious About Amount Of Body Hair,TheOnion
125,2022-04-13 22:00:09+00:00,1514362831205974022,Boris Johnson Fined By U.K. Police For Lockdown Parties  #WhatDoYouThink?,TheOnion
126,2022-04-13 20:30:04+00:00,1514340160640589825,New Mother Stops At Kiosk Outside Maternity Ward To Buy $25 Photo Of Birth,TheOnion
127,2022-04-13 19:45:03+00:00,1514328832622346253,Supreme Court IT Guy Walks Ketanji Brown Jackson Through Logging Into Gavel,TheOnion
128,2022-04-13 19:00:27+00:00,1514317610745319427,"YouTube talk show Hot Ones features host Sean Evans interviewing celebrities over a plate of increasingly spicy hot wings, resulting in some wild and heated moments. The Onion looks at the craziest moments across Hot Ones’ seventeen seasons.",TheOnion
129,2022-04-13 18:15:04+00:00,1514306189135429641,“I would seek a medical exemption due to my peanut allergy.” — Jayden Phillips (17),TheOnion
130,2022-04-13 17:30:05+00:00,1514294867161235463,Jack White Gets Married Onstage After Surprise Proposal  #WhatDoYouThink,TheOnion
131,2022-04-13 16:45:03+00:00,1514283536982941705,Birthday Post Way Too Sentimental For Friend To Not Be Dead,TheOnion
132,2022-04-13 16:15:03+00:00,1514275987139268608,“I have a really good guy at H&amp;R block.” — MacKenzie Scott,TheOnion
133,2022-04-13 15:30:06+00:00,1514264673138491394,Zoomers Discuss What They Would Do In A Military Draft,TheOnion
134,2022-04-13 14:45:03+00:00,1514253335607627777,"‘That’s Going To Be So Good Later,’ Says Woman Smashing Foil Into Ball Around Wet Tortilla Edge, Single Remaining Bean",TheOnion
135,2022-04-13 13:15:01+00:00,1514230680678711296,Study Finds Fewer Americans Than Ever Trust News Bloopers,TheOnion
136,2022-04-13 12:30:04+00:00,1514219365620715524,“My hands get a little sweaty when an audience doesn’t welcome me with a standing ovation.” — Louis CK,TheOnion
137,2022-04-13 03:15:01+00:00,1514079682404229122,Defy the TikTok algorithm. Watch our videos from the privacy of our own website  where only we gain access to all of your personal data.,TheOnion
138,2022-04-13 02:45:01+00:00,1514072135999889418,“I just want to take this opportunity to state for the record that I have never indulged in the exquisite pleasure of tasting the forbidden fruit that is human flesh.” — Armie Hammer,TheOnion
139,2022-04-13 02:00:03+00:00,1514060818773590018,Sexually Awakened PETA President Announces That Being Kept In A Tiny Cage All Day Actually Sounds Hot As Hell,TheOnion
140,2022-04-13 01:15:02+00:00,1514049486900928522,Umpire Who Lost Count Of Strikes Hoping Batter Rips Off Some Foul Balls,TheOnion
141,2022-04-13 00:30:03+00:00,1514038166436597767,Rolos Unveils New Cryptocurrency Exclusively For Rolos Customers,TheOnion
142,2022-04-13 00:00:06+00:00,1514030630224515076,"“I can’t. It’s the Tulsa Pro-Am Rec League Airsoft Semifinals, where I plan on sending reigning champion, Tommy Plickton, directly to hell.”",TheOnion
143,2022-04-12 23:45:01+00:00,1514026836765732868,Egg With Shell Dyed Bright Purple Must Have Gone Through Breakup Recently,TheOnion
144,2022-04-12 23:00:05+00:00,1514015529454952456,"Shit, No Way Stadium Staff Throwing T-Shirts Can Reach You",TheOnion
145,2022-04-12 22:30:06+00:00,1514007982283051009,Russia Taps New General To Oversee Ukraine Invasion  #WhatDoYouThink?,TheOnion
146,2022-04-12 22:00:10+00:00,1514000449963270154,Pay us money for the privilege of becoming a walking advertisement for The Onion.,TheOnion
147,2022-04-12 21:30:03+00:00,1513992871556354052,"‘She’s Going To Regret All Those Once She Gets Older,’ Says Man Watching Tattooed Woman Push Stroller Of Kids",TheOnion
148,2022-04-12 21:00:13+00:00,1513985362401632266,“No hablo inglés.” — Hilaria Baldwin,TheOnion
149,2022-04-12 20:45:02+00:00,1513981542967750667,Mom Wants To Vacation Somewhere She Can Wear A Hat,TheOnion
150,2022-04-12 20:00:16+00:00,1513970273661468676,Confused Russian Soldier Was Told Ukrainians Would Be Happy To Be Summarily Executed In Street,TheOnion
151,2022-04-12 19:15:05+00:00,1513958904719454220,Revlon Releases New Line Of Concealer Pins To Blind Self From Own Hideousness,TheOnion
152,2022-04-12 18:30:04+00:00,1513947576344711174,"‘It’s Like I Can’t Do Anything Right,’ Says Woman Pretty Much Hitting Nail On Head",TheOnion
153,2022-04-12 18:00:21+00:00,1513940097258950661,"The bedrock of medical care in most advanced nations, most insurances only cover the fees for waiting in the waiting room of the doctors office.",TheOnion
154,2022-04-12 17:45:08+00:00,1513936267951628292,Insane Man Makes It Through Another Day Without Anyone Catching On,TheOnion
155,2022-04-12 17:00:19+00:00,1513924987345899531,"Celebrities’ lives may seem perfect, but like anyone else, their actions have consequences. The Onion asked Hollywood’s biggest stars how being canceled changed them, and this is what they said.",TheOnion
156,2022-04-12 16:15:06+00:00,1513913612137639941,Mobster Excited For Surprise Trip To Secluded Lake With His 3 Best Buds,TheOnion
157,2022-04-12 15:30:03+00:00,1513902274661302274,Mattel Releases First Carbon-Neutral Toys  #WhatDoYouThink,TheOnion
158,2022-04-12 15:00:24+00:00,1513894812675715078,"While many doctors have disavowed the trend, there are still several dozen TikTok influencers who claim cannibalism cures ADHD.",TheOnion
159,2022-04-12 14:45:03+00:00,1513890949017055233,Oklahoma Tumbleweed Forced To Travel Across Three States To Get Abortion,TheOnion
160,2022-04-12 14:00:24+00:00,1513879712615088128,Unprocessed Rage Taken Out On Eyebrows,TheOnion
161,2022-04-12 13:15:02+00:00,1513868294540963845,New Employee Confused By Office Espresso Machine Just Returns To Desk With Mug Of Hot Water,TheOnion
162,2022-04-12 12:30:04+00:00,1513856978950684678,"Weary, Cynical Woman Knows Better Than To Bring Tomato Plant Into World Like This",TheOnion
163,2022-04-12 03:15:00+00:00,1513717290616954882,Save your precious thumb strength for later. You can watch our TikToks without the endless scrolling at,TheOnion
164,2022-04-12 02:45:02+00:00,1513709748285231109,"While many believe holding it all in is a new mental health trend, it’s actually more like a less respectable version of Stoicism.",TheOnion
165,2022-04-12 02:00:03+00:00,1513698429536460809,‘Salutations And Good Tidings!’ Blurts Out Man Speaking To Other Human For First Time In Days,TheOnion
166,2022-04-12 01:15:01+00:00,1513687096413798404,Struggling Single Mother Seriously Considering Putting Baby Up For Audition,TheOnion
167,2022-04-12 00:30:02+00:00,1513675777224683520,Treasury Phasing Out All Bills Except $1s and $100s As Income Inequality Renders Middle Currencies Irrelevant,TheOnion
168,2022-04-12 00:00:05+00:00,1513668237397041158,"Surprisingly, the IRS actually recognizes that income taxes are TOTALLY UNCONSTITUTIONAL and therefore TOTALLY INVALID!!",TheOnion
169,2022-04-11 23:45:01+00:00,1513664449026080768,Oil Paintings Plunge Into Negative Pricing As Market Overrun With Surplus Of Still Lifes,TheOnion
170,2022-04-11 23:00:14+00:00,1513653177454927873,Businessman Mortified To Discover He’s Been Wearing Suit Backwards All Day,TheOnion
171,2022-04-11 22:45:02+00:00,1513649350647365652,"“It would be a huge favor to us if he could just pop over after work and try to mend the enormous black hole that fills our existence,” said Phyllis Burgauer.",TheOnion
172,2022-04-11 22:15:03+00:00,1513641806222835726,Solidify your unyielding commitment to capitalism with a purchase from The Onion's 100% for-profit store.,TheOnion
173,2022-04-11 21:30:03+00:00,1513630483833401350,World Populace Actually Fine With Rich People Dying On Mount Everest,TheOnion
174,2022-04-11 20:45:02+00:00,1513619153499869191,“What part of ‘I had no control over my finances’ do you not understand?” — Britney Spears,TheOnion
175,2022-04-11 20:00:20+00:00,1513607902627516419,U.N. Suspends Russia From Human Rights Council  #WhatDoYouThink?,TheOnion
176,2022-04-11 19:15:04+00:00,1513596512080650245,Supreme Court Agrees To Hear The Case Of The Haunted Harbor,TheOnion
177,2022-04-11 18:30:04+00:00,1513585188974080004,Financial Advisor Recommends Fraud,TheOnion
178,2022-04-11 18:00:19+00:00,1513577699289276416,"Even though a great big bowl of Nana’s chicken noodle is what you need, insurance will not cover the out-of-pocket cost of $13,988.27.",TheOnion
179,2022-04-11 17:45:04+00:00,1513573862679937024,Bored Kamala Harris Doodles Cartoon Of Refugee Being Thrown Out Of Airplane In Margin Of Notes,TheOnion
180,2022-04-11 17:00:23+00:00,1513562616408514575,"Mental health influencers may seem as if they have all the answers, but the truth is, they’re just as depressed and stupid as you are. If you’re on TikTok, do everything you can to avoid these dangerous mental health trends.",TheOnion
181,2022-04-11 16:15:07+00:00,1513551227426152449,Parents Ask If Son Wouldn’t Mind Stopping By To Fix Gaping Void In Their Lives,TheOnion
182,2022-04-11 15:30:04+00:00,1513539888821452801,Man Buys Cute Little House For All His Precious Tool Babies To Sleep In,TheOnion
183,2022-04-11 15:00:22+00:00,1513532414261407750,"“I don’t feel comfortable derailing my astronomy lecture with a diatribe about how eugenics is sorely misunderstood.” — Todd Simpkins (Vanderbilt University, Class Of 2024)",TheOnion
184,2022-04-11 14:45:03+00:00,1513528561029820417,Man In Germany Gets 90 Covid Vaccine Shots To Sell Forged Passes,TheOnion
185,2022-04-11 14:00:25+00:00,1513517328729874432,Man Drinking Beer At 7:30 A.M. On Bus May Be Onto Something,TheOnion
186,2022-04-11 13:15:02+00:00,1513505906562109448,Geologists Recommend Eating At Least One Small Rock Per Day,TheOnion
187,2022-04-11 02:30:01+00:00,1513343584501653511,"“Start a SoundCloud account, and when you get enough streams, challenge Jake Paul to a boxing match.”",TheOnion
188,2022-04-11 01:30:01+00:00,1513328484860534788,CDC Places Star Stickers On Bulletin Board Next To Names Of Americans Who Followed Rules Whole Pandemic,TheOnion
189,2022-04-11 00:30:02+00:00,1513313388864192512,Study Finds Processing Power Wasted Mining Bitcoin Only Thing Preventing Sentient Computers From Wiping Out Humanity,TheOnion
190,2022-04-10 23:30:02+00:00,1513298287280939010,Vast Beauty Of Infinite Creation Dimly Reflected In Glare On TV Screen,TheOnion
191,2022-04-10 22:30:03+00:00,1513283192844869642,Surgeon Kind Of Pissed Patient Seeing Her Deformed Face For First Time Just Smashed His Hand Mirror Like That,TheOnion
192,2022-04-10 21:30:02+00:00,1513268088883585028,Study Finds Big Bang Result Of Last Universe Blowing Itself Up With Fireworks,TheOnion
193,2022-04-10 21:00:02+00:00,1513260538746359823,“This was the best financial decision I’ve made since I got caught laundering enough money to be included in the Panama Papers.” — Emma Watson,TheOnion
194,2022-04-10 20:30:01+00:00,1513252987682050055,Second Meal After Grocery Trip A Severe Drop-Off From First Meal After Grocery Trip,TheOnion
195,2022-04-10 19:30:02+00:00,1513237891991969799,Woman Mentally Scans Everything She Knows About Friend Before Launching Into Rant Against Healing Crystals,TheOnion
196,2022-04-10 18:30:02+00:00,1513222793592193027,Cross Section Of Tree Suggests It May Have Gone Through Psychedelic Period During ’60s,TheOnion
197,2022-04-10 18:00:06+00:00,1513215257627529216,Swapping your long layers for a bob or pixie cut doesn’t somehow delete the person who took out the loan in the first place.,TheOnion
198,2022-04-10 17:30:03+00:00,1513207695981096965,I Thought This Was The Kind Of Shit America Liked — By Vladimir Putin,TheOnion
