,Datetime,Tweet Id,Text,Username
23,2022-04-18 21:39:29+00:00,1516169571480354818,"Sherri Papini has pleaded guilty Monday to faking her own kidnapping and lying to the FBI about it, leaving her motive unanswered in the carefully planned hoax that set off a massive three-week search before she resurfaced on Thanksgiving Day in 2016.",AP
24,2022-04-18 21:30:29+00:00,1516167305230696455,"Migrants attempted to cross the U.S.-Mexico border at the highest level in two decades last month.

The U.S. is preparing for even larger numbers with the expected lifting of a pandemic-era order that turned away asylum seekers.",AP
25,2022-04-18 21:17:09+00:00,1516163952551632906,"Police in South Carolina have announced the arrest of a second person connected to a shootout inside a busy shopping mall in the state's capital, one of two mass shootings in the state over the Easter holiday weekend.",AP
26,2022-04-18 21:04:06+00:00,1516160665911808005,"Federal authorities say they will not criminally charge the former Chicago police officer convicted of murder in the 2014 shooting of Black teenager Laquan McDonald.

Officials said the decision was made after consulting with the McDonald family.",AP
27,2022-04-18 20:36:33+00:00,1516153732723089422,"Ukrainian President Volodymyr Zelenskyy says Russia's offensive to take control of eastern Ukraine is in full swing.

The move was anticipated after Russia announced last month that it would concentrate on the Donbas.",AP
28,2022-04-18 20:14:53+00:00,1516148280190771204,"Yemen's Houthi rebels have agreed to rid their ranks of child soldiers, who have fought by the thousands during the country's seven years of civil war.

More than 10,200 children have been killed or maimed in the conflict, the U.N. says.",AP
29,2022-04-18 20:09:18+00:00,1516146875543470096,Cosmonauts Oleg Artemyev and Denis Matveev conducted a spacewalk aboard the International Space Station to install and connect a control panel for a robotic arm.,AP
30,2022-04-18 19:23:33+00:00,1516135360786538504,"Several college students left Ukraine in the middle of the war with Russia to attend a conference on diplomacy in New York City.

Now, they have to make a choice: Go back to Ukraine, or return home after the war has ended.",AP
31,2022-04-18 19:18:44+00:00,1516134148980854797,"Cristiano Ronaldo says one of his newborn twins has died. The Manchester United striker and his partner, Georgina Rodriguez, announced last year that they were expecting twins.",AP
32,2022-04-18 17:46:08+00:00,1516110848166670342,"A federal judge in Florida has voided the national mask mandate covering airplanes and other public transportation as exceeding the authority of U.S. health officials.

The mask mandate was recently extended by the Biden administration until May 3.",AP
33,2022-04-18 17:43:15+00:00,1516110121142738948,Three mass shootings in the U.S. over the Easter holiday weekend capped a monthlong spate of gun violence that has touched both big cities and rural communities across the nation.,AP
34,2022-04-18 17:28:15+00:00,1516106344507576322,"Pakistan court sentenced six people to death and nine others to life in prison after convicting them for their roles in last year’s vigilante killing of a Sri Lankan factory manager accused by workers of committing blasphemy, a defense lawyer said.",AP
35,2022-04-18 17:09:09+00:00,1516101538334322697,Sheriff's deputies captured video of a large alligator crawling through a front yard in Florida before making its way into a community lake.,AP
36,2022-04-18 16:59:52+00:00,1516099204430667791,"Monday is Tax Day, the federal deadline for individual tax filing and payments.

Nina Tross, executive director of the National Society of Tax Professionals, said that if people haven’t filed their taxes by now, “they’re better off filing an extension.”",AP
37,2022-04-18 16:40:11+00:00,1516094251976867841,"Undaunted by soggy skies, President Joe Biden and first lady Jill Biden kicked off the first White House Easter Egg Roll since before the coronavirus pandemic, welcoming some 30,000 kids and adults for the all-day event.",AP
38,2022-04-18 16:29:52+00:00,1516091655165825026,"Peres Jepchirchir of Kenya wins women’s division of the Boston Marathon, pulling ahead of Ethiopia’s Ababel Yeshaneh in the final 385 yards.

Jepchirchir finished in 2 hours, 21 minutes, 1 second — four seconds ahead.",AP
39,2022-04-18 16:21:15+00:00,1516089486756696068,"Pioneering hip hop artist Keith Grayson, who performed as DJ Kay Slay and worked with top stars, has died of complications from COVID-19. He was 55.",AP
40,2022-04-18 16:03:56+00:00,1516085127360753670,"Evans Chebet of Kenya wins the Boston Marathon with an unofficial time of 2 hours, 6 minutes, 50 seconds.

The men's lead pack winnowed to two as it came out of Heartbreak Hill, then Chebet pulled away from Gabriel Geay of Tanzania with four miles to go.",AP
41,2022-04-18 15:54:52+00:00,1516082846129078277,"Twitter is trying to thwart billionaire Elon Musk's takeover attempt using a financial device that companies have wielded against unwelcome suiters for decades, the “poison pill.” Here's how that works.",AP
42,2022-04-18 15:33:37+00:00,1516077496395087873,"As climate change intensifies hurricanes, cities along the Louisiana coast and Mississippi River are hoping President Joe Biden’s $1.2 trillion infrastructure package will bring badly needed funding to fortify flood protections.",AP
43,2022-04-18 15:19:23+00:00,1516073916132995075,"Thousands of people in Shanghai who test positive for COVID-19 but have few or no symptoms are being ordered into quarantine centers. The biggest is the National Exhibition and Convention Center, which has beds for 50,000 people.",AP
44,2022-04-18 15:14:18+00:00,1516072637352620035,"For this year’s White House Easter Egg Roll, first lady Jill Biden turned the South Lawn into a school community with a variety of educational stations.

“The determined spirit of education is what we wanted to honor in this Easter Egg Roll,” Biden said.",AP
45,2022-04-18 14:53:20+00:00,1516067361924780035,"The White House Easter Egg Roll is back for the first time since before the pandemic.

Under rainy skies, President Joe Biden and Jill Biden were hosting some 30,000 kids and adults for an event the first lady dubbed the “egg-ucation roll.”",AP
46,2022-04-18 14:52:37+00:00,1516067178918907911,"Four orphaned bear cubs have been released back into the wild in California after six months in captivity. 

Three of the bears were released in Central California's Mariposa County near where they were found.",AP
47,2022-04-18 14:43:40+00:00,1516064928221876230,"For U.S. medical students seeking abortion training, options are under threat as states propose and enact laws to stifle education about the procedure. But some doctors-in-training who plan to perform abortions say they are undeterred.",AP
48,2022-04-18 14:31:03+00:00,1516061753913843719,"The Boston Marathon is underway. It’s the first time the prestigious race has been run on Patriots' Day, its traditional springtime slot, since the pandemic began.

More than 28,000 people were signed up to race.",AP
49,2022-04-18 14:12:10+00:00,1516057000832077830,"Bornean orangutan Kitra had her first baby on April 13.

The pair are doing well and bonding in the zoo's special maternity den. It will be several weeks before the unnamed baby's gender is known.",AP
50,2022-04-18 13:55:06+00:00,1516052706800066561,A container ship the size of three football fields was dislodged from the Chesapeake Bay on Sunday more than a month after it ran aground. The Ever Forward was refloated with the help of a high spring tide by two barges and five tugboats.,AP
51,2022-04-18 13:28:29+00:00,1516046008337248259,"The outskirts of the northern Ukrainian city of Chernihiv lay in ruins with the landscape dotted with destroyed Russian military equipment — evidence of a chaotic retreat. 

Some 70 miles northeast of Kyiv, Chernihiv bore the brunt of the early stages of the invasion.",AP
52,2022-04-18 13:05:43+00:00,1516040276502065154,"Ukrainian President Volodymyr Zelenskyy presented military personnel with awards, thanking the officers for their service, wishing them good health, and noting that their families could be proud of their work.",AP
53,2022-04-18 12:23:05+00:00,1516029546880978951,Infowars has filed for Chapter 11 bankruptcy protection as the website’s founder and conspiracy theorist Alex Jones faces defamation lawsuits over his comments that the Sandy Hook Elementary School shooting was a hoax.,AP
54,2022-04-18 12:14:05+00:00,1516027283416485889,"Russian missiles killed at least seven people in the western Ukrainian city of Lviv, Ukrainian officials said. Moscow’s troops have stepped up strikes on key infrastructure to wear down the country’s ability to resist a major ground offensive in the east.",AP
55,2022-04-18 11:17:35+00:00,1516013063241142272,"A global computer chip shortage has made it harder for consumers to get their hands on cars, computers and other modern-day necessities. Congress is looking to boost chip manufacturing and research in the United States with billions of federal dollars.",AP
56,2022-04-18 10:15:06+00:00,1515997338824757249,Turkey has launched a new ground and air cross-border offensive against Kurdish militants in northern Iraq. Turkey's defense minister says Turkish jets and artillery struck targets belonging to the Kurdistan Workers’ Party.,AP
57,2022-04-18 08:42:22+00:00,1515974003097284613,Survivors of war crimes committed during Bosnia’s 1992-95 war say the victims of ongoing human rights abuses in Ukraine should learn from their experience of fighting for justice - reaching it will inevitably be a lengthy and painful process.,AP
58,2022-04-18 08:27:42+00:00,1515970311681892354,"Russian missile strikes on the western Ukrainian city of Lviv caused fatalities, local officials say. Plumes of thick, black smoke were rising over Lviv after the explosions.",AP
59,2022-04-18 05:32:13+00:00,1515926148923985922,"Ukraine vows to ""fight absolutely to the end” in Mariupol, where the ruined port city's last known pocket of resistance is holed up in a sprawling steel plant laced with tunnels.",AP
60,2022-04-18 03:00:08+00:00,1515887877581910017,"""Deliberate terror."" Ukrainian President Volodymyr Zelenskyy said Russian troops in southern Ukraine have been carrying out torture and kidnappings. In the north, he said, indiscriminate shelling in Kharkiv has killed and wounded scores of civilians.",AP
61,2022-04-18 02:23:09+00:00,1515878571633479683,"China’s economic growth edged up to a still-weak 4.8% over a year earlier in the first three months of 2022, as spreading coronavirus outbreaks prompted shutdowns of major industrial cities, including Shanghai.",AP
62,2022-04-18 01:17:46+00:00,1515862114283540483,"@AP At one 50,000-bed quarantine center, a woman named Beibei, who was ordered there after a positive test, spoke of overcrowding, poorly maintained bathrooms, lack of hot showers and other issues.",AP
63,2022-04-18 01:11:46+00:00,1515860607135850502,@AP It's part of official efforts to contain China’s biggest coronavirus outbreak since the 2-year-old pandemic began. But it's also testing patience of people increasingly fed up with China's harsh “zero-COVID” policy that aims to isolate every case.,AP
64,2022-04-18 01:10:14+00:00,1515860222069387275,"With the city of 25 million in lockdown, thousands of people in Shanghai who test positive for COVID-19 but have few or no symptoms are being ordered into quarantine centers in immense exhibition halls and other buildings.",AP
65,2022-04-17 22:21:41+00:00,1515817805408612356,"@AP Musk, in an interview at the TED 2022 conference, said he had funding to take Tesla private in 2018. He called the Securities and Exchange Commission a profane name and said he only settled because bankers told him they would stop providing capital.",AP
66,2022-04-17 22:20:49+00:00,1515817584704303111,A group of Tesla shareholders suing CEO Elon Musk over some 2018 tweets about taking the company private is asking a federal judge to order Musk to stop commenting on the case.,AP
67,2022-04-17 20:50:06+00:00,1515794755598397441,"Oded Goldreich was awarded the Israel Prize, the country's highest honor, last year. But the computer science professor only collected the prize this past week following criticism by Israeli nationalists to his opposition to Israel's West Bank occupation.",AP
68,2022-04-17 20:48:22+00:00,1515794321374597123,"""We will fight absolutely to the end, to the win, in this war."" Ukrainian fighters holed up in a steel plant in the last known pocket of resistance inside the shattered port city of Mariupol ignored a surrender-or-die ultimatum from the Russians.",AP
69,2022-04-17 19:57:28+00:00,1515781509411704844,@AP Two minors are dead and at least 31 people are injured in three mass shootings in the U.S. over the Easter holiday weekend. A suspect has been arrested in just one of the shootings.,AP
70,2022-04-17 17:59:08+00:00,1515751731262537731,"Ukrainian volunteers in a village near Kyiv are retrieving bodies buried in mass graves amid the Russian occupation as part of an effort to investigate possible war crimes. On a street lined with walnut trees, four caskets were exhumed on Sunday.",AP
71,2022-04-17 17:25:18+00:00,1515743215680430088,Pittsburgh Police Chief Scott Schubert said two people died in the shooting and eight more were being treated for gunshot wounds — revising earlier numbers that said nine were injured. Authorities didn't immediately release information about any suspects.,AP
72,2022-04-17 17:16:38+00:00,1515741035372064770,BREAKING: South Carolina authorities say at least nine people were injured in a shooting at a club in Hampton County early Sunday. It's the second mass shooting in the state in two days.,AP
73,2022-04-17 16:47:29+00:00,1515733700658573325,A crowded field of Democrats is trying to figure out a winning strategy to unseat Republican Sen. Ron Johnson in Wisconsin in November. It's one of a handful of competitive Senate races this election year that could help decide Senate control.,AP
74,2022-04-17 15:53:33+00:00,1515720128251506688,"“All this land is in blood, and it will take years to recover.”

In towns around Kyiv, bodies buried amid the Russian occupation are being retrieved for investigations into possible war crimes. More than 900 civilian victims have been found so far.",AP
75,2022-04-17 15:23:06+00:00,1515712462699565056,"Two minors were killed and at least nine more people wounded in a shooting at a house party in Pittsburgh early Sunday, police said. The shooting happened around 12:30 a.m. at a short-term rental property where there were more than 200 people inside.",AP
76,2022-04-17 14:55:11+00:00,1515705436770603010,"Judaism’s Passover, Christianity’s Easter and Islam’s holy month of Ramadan are coinciding this month with holy days for Buddhists, Baha’is, Sikhs, Jains and Hindus.

That convergence is inspiring a range of interfaith events.",AP
77,2022-04-17 14:42:16+00:00,1515702188869402627,"Monday is Tax Day — the federal deadline in the U.S. for individual tax filing and payments, when the IRS will receive tens of millions of last-minute filings electronically and through paper forms.

Here’s what to know if you still have to file.",AP
78,2022-04-17 14:29:06+00:00,1515698872332468227,"A Ukrainian health official says that at least five people have been killed by Russian shelling in Kharkiv, Ukraine’s second-largest city. Another 13 residents were wounded by Sunday’s shelling, the official said.",AP
79,2022-04-17 14:22:16+00:00,1515697155566100483,"Palestinian medical officials say 17 people were wounded in clashes with Israeli police in Jerusalem. The unrest broke out Sunday after Israeli police entered the Al-Asqa Mosque compound to secure the spot for Jewish visitors, the officials said.",AP
80,2022-04-17 14:01:38+00:00,1515691961298178056,"For many Christians, this weekend marks the first time in three years they will gather in person to celebrate Easter Sunday.

“The gift of being in the same physical space for the first time in three years is so grounding and beautiful,” said one pastor.",AP
81,2022-04-17 12:34:44+00:00,1515670094084546564,"China says it will launch three more astronauts to its newest space station in June. The crew will spend six months on the Tiangong to add two modules to the space station.

The previous crew returned this weekend following a six-month stay in orbit.",AP
82,2022-04-17 12:26:11+00:00,1515667939189563393,Russian forces appear to be on the brink of capturing Mariupol. They have given Ukrainian fighters in the port city a deadline to surrender or be killed.,AP
83,2022-04-17 10:02:40+00:00,1515631823853961217,Pope Francis celebrates Easter Sunday Mass in front of tens of thousands in St. Peter's Square for the first time since the start of the pandemic. By @fdemilio,AP
84,2022-04-17 03:59:08+00:00,1515540337439256576,"In his nightly address, Ukrainian President Volodymyr Zelenskyy said his military needs more support from the West to have a chance at saving the coastal city of Mariupol, besieged by Russian forces. Zelenskyy called the situation in Mariupol “inhuman.”",AP
85,2022-04-17 01:38:24+00:00,1515504922724376576,"North Korea said it has successfully test-fired a newly developed tactical guided weapon, the latest in a spate of launches that come amid stalled nuclear talks with the U.S.",AP
86,2022-04-17 00:41:52+00:00,1515490692809768961,"@AP Specialty Records ""paralleled, and perhaps defined, the evolution of Black popular music, from the 'race' music of the 1940s to the rock 'n roll of the 1950s,"" music historian Billy Vera wrote in the liner notes to ""The Specialty Story,"" a five-CD set.",AP
87,2022-04-17 00:39:11+00:00,1515490018936164354,"Music executive Art Rupe, whose Specialty Records was a premier label during the formative years of rock ‘n roll and helped launch the careers of Little Richard, Sam Cooke and many others, has died at 104.",AP
88,2022-04-17 00:24:10+00:00,1515486241172688897,"For WNBA star Brittney Griner, playing in Russia during the offseason has turned into a nightmare, after she was detained a week before Russia invaded Ukraine. Here's what other WNBA players told @DougFeinberg about their own Russia experiences.",AP
89,2022-04-16 23:33:16+00:00,1515473430753251328,The U.S. Food and Drug Administration is investigating Lucky Charms cereal after dozens of customers complained of falling ill after eating it. Cereal maker General Mills said it is aware of those reports but has not found evidence of such illness.,AP
90,2022-04-16 22:25:58+00:00,1515456492312350721,"@AP “Everybody was trying to get outside,” said Daniel Johnson, who was with his family at the mall's food court when the shooting started. “When I was coming out, you could see baby strollers turned over, people’s phones and left keys.”",AP
91,2022-04-16 21:53:34+00:00,1515448338824454146,"@AP While no fatalities have been reported, authorities said eight of the victims were taken to the hospital. Of those eight, two were in critical condition and six were stable. The victims ranged in age from 15 to 73.",AP
92,2022-04-16 21:28:36+00:00,1515442056654725124,"BREAKING: Ten people have been shot at a mall in South Carolina, and two others were injured in the aftermath. Authorities say three possible suspects have been detained.",AP
93,2022-04-16 20:28:03+00:00,1515426819796787210,"A “pioneer in the defense of human rights, peace and democracy in Mexico.” Rosario Ibarra, whose long struggle to learn the fate of her disappeared son helped develop Mexico's human rights movement, has died at 95.",AP
94,2022-04-16 19:57:13+00:00,1515419060850376709,The Invictus Games for injured and ill service personnel and veterans have opened with a standing ovation for Ukrainian team members who left their war-torn nation to compete.,AP
95,2022-04-16 19:32:12+00:00,1515412765372030982,"BREAKING: Multiple people have been injured in a shooting at a shopping mall in Columbia, South Carolina’s capital, police said. Police said they are evacuating Columbiana Centre and working to assess the scene.",AP
96,2022-04-16 18:56:24+00:00,1515403755214315520,"After a two-year delay, Spanish people are returning to their traditional Easter processions, complete with bugles, drums and strange pointed headware. Some people are taking part in memory of loved ones lost to the pandemic. By @bernatarmangue",AP
97,2022-04-16 18:48:09+00:00,1515401676877930506,"Nadiya Trubchaninova, 70, hitchhiked from her village to the shattered town of Bucha to bring her son’s body home for burial. She is one of many elderly Ukrainians who survived the first weeks of the war only to find it had taken their children.",AP
98,2022-04-16 18:21:57+00:00,1515395082874142721,"Two pandas had an icy treat as the National Zoo celebrated 50 years of its panda exchange with China. It took Mei Xiang and her cub Xiao Qi Ji about 15 minutes to devour a “cake” made from frozen fruit juice, sweet potatoes, carrots and sugar cane.",AP
99,2022-04-16 17:57:53+00:00,1515389026542530560,Prince Harry and his wife Meghan got a ride on an automotive obstacle course before the opening of the Invictus Games in the Netherlands. Harry founded the games to aid the rehabilitation of injured or sick military service members and veterans.,AP
100,2022-04-16 17:44:45+00:00,1515385722097782786,"Military veterans are helping persuade lawmakers in several conservative states to study psychedelic mushrooms for therapeutic use. 
Experts say the research is promising for treating conditions ranging from PTSD to quitting smoking.",AP
101,2022-04-16 17:09:07+00:00,1515376757184110594,"In Alabama, emptiness claims a chair at a nurses station. It fills a teenager’s bedroom in Arizona, and floats over a wooded path in North Carolina. These are some of the spaces left behind in the U.S., where almost 1 million people have died of COVID-19.",AP
102,2022-04-16 16:22:01+00:00,1515364902839406595,"State legislators around the country are calling it quits, in part because of the low pay. Some worry the pay discourages people of modest means from running, making legislatures less diverse racially, economically, and in terms of age and gender.",AP
103,2022-04-16 15:14:06+00:00,1515347811084259328,"North Korean leader Kim Jong Un attended a massive civilian parade in the capital, Pyongyang, to mark the 110th anniversary of his birth of his grandfather, the country's founder.

Read more:",AP
104,2022-04-16 14:51:32+00:00,1515342131816284162,"The death of Patrick Lyoya in Grand Rapids, Michigan, has again put the spotlight on encounters between police and Black people that begin over minor infractions but turn deadly.",AP
105,2022-04-16 14:22:43+00:00,1515334881148026887,"At a U.S. Army training center in California's Mojave Desert, the enemy force is using social media posts to make false accusations against an American brigade. It's part of the military's effort to learn lessons from the Russian war against Ukraine.",AP
106,2022-04-16 14:00:00+00:00,1515329163481165832,"Neil Lawyer, 84, was among the earliest to die of COVID-19 in the U.S.  

A short-term resident at a Seattle nursing home, Lawyer died within days of catching the virus. It was March 8, 2020, and the U.S. toll — now approaching 1 million — was just 30.",AP
107,2022-04-16 13:09:15+00:00,1515316391091519507,Clergy and lay volunteers bringing Sunday Mass to unaccompanied migrant teens in shelters in Texas say they seek to give reassurance – and find a striking witness of faith despite the youths’ loneliness and uncertain future.,AP
108,2022-04-16 12:14:35+00:00,1515302633635995656,The mayor of Kyiv says one person died in airstrikes as Russian forces resumed scattered attacks on the Ukrainian capital. The attacks were a reminder that the whole country remains under threat despite Russian forces' pivot to the east.,AP
109,2022-04-16 11:18:55+00:00,1515288626585866244,"Various state lawmakers aren't seeking reelection this year, in part because of low pay. Though multiple states proposed bills to increase salaries, so far they have faltered as some legislators fear the move will rankle voters.",AP
110,2022-04-16 09:23:41+00:00,1515259623648940036,"Evacuation orders for close to 5,000 people are still in place as firefighters battle a deadly blaze in New Mexico. The wind-fueled flames have destroyed more than 200 homes and killed two people since the wildfire broke out Tuesday.",AP
111,2022-04-16 08:11:41+00:00,1515241506218594307,More than 900 bodies of civilians have been discovered in the Kyiv region following the withdrawal of Russian forces. Most were shot dead. Police say they were likely “simply executed.”,AP
112,2022-04-16 07:01:54+00:00,1515223946374922240,"Japanese Prime Minister Fumio Kishida and visiting U.S. lawmakers have reaffirmed their commitment to working together under a longstanding bilateral alliance, amid global tensions spanning the war in Ukraine to threats from neighboring China and N. Korea.",AP
113,2022-04-16 03:11:06+00:00,1515165861593681926,"Ukrainian President Volodymyr Zelenskyy is calling for ""the democratic world"" to ban Russian oil, saying existing sanctions against Moscow are painful but not enough to stop the Russian military's ongoing assault.",AP
114,2022-04-16 02:37:04+00:00,1515157297433137154,"Three Chinese astronauts have returned to Earth after six months aboard their country’s newest orbital station. During the mission, astronaut Wang Yaping carried out the first spacewalk by a Chinese woman.",AP
115,2022-04-16 02:03:26+00:00,1515148833780555779,"Employees at Verizon stores north of Seattle have won their union election, making them the first unionized Verizon stores in the country outside of New York. The near-unanimous victory represents the latest in a growing labor movement across the country.",AP
116,2022-04-16 00:41:45+00:00,1515128276615901186,"A judge has ruled that a man charged with killing 10 people at a Colorado supermarket last year is still mentally incompetent to stand trial, further delaying court proceedings in the case. But the judge also said that assessment could change soon.",AP
117,2022-04-15 23:41:05+00:00,1515113009399672846,"Gerda Weissmann Klein, a Holocaust survivor, author, and recipient of the Presidential Medal of Freedom, died on April 3. She was 97.

Klein was born May 8, 1924, in Bielsko, Poland, and was a teenager when the Nazis invaded the country.",AP
118,2022-04-15 22:52:11+00:00,1515100705010372617,"A New Mexico village braces for more hot, dry and windy conditions after a deadly blaze destroyed more than 200 homes. 

Just a decade ago Ruidoso recorded the most destructive wildfire in New Mexico's history when more than 240 homes burned.",AP
119,2022-04-15 22:31:46+00:00,1515095563431297027,"BREAKING: The Wisconsin Supreme Court has adopted GOP-drawn maps for the state Legislature, after initially approving maps drawn by Democratic Gov. Tony Evers. The reversal comes after the U.S. Supreme Court said Evers' maps were incorrectly adopted.",AP
120,2022-04-15 22:13:48+00:00,1515091045050200064,"“Tears do not let me watch until the end.”

Viktoria Kovalenko bore witness to the death of her husband and daughter when their car was hit by a shell in northern Ukraine. She was only able to watch their funeral through cellphone video, weeks later.",AP
121,2022-04-15 22:00:26+00:00,1515087679158956040,"Liz Sheridan, who played doting mom to Jerry Seinfeld on his hit sitcom, died early Friday. She was 93.

Sheridan’s “Seinfeld” role as Helen was her best known, but followed decades of work on stage and screen.",AP
122,2022-04-15 21:46:58+00:00,1515084290391957504,The Biden administration is sharply raising rates for royalties companies must pay for oil and natural gas extracted from federal lands as it moves forward under court order with sales of public fossil fuel reserves in nine states.,AP
123,2022-04-15 21:28:11+00:00,1515079561851158530,Author JD Vance has received Donald Trump’s coveted endorsement in the race for Ohio’s open U.S. Senate seat. The decision ends months of jockeying in a Republican Senate primary where his backing could be pivotal.,AP
124,2022-04-15 21:16:08+00:00,1515076532133404675,"Twitter wants to thwart billionaire Elon Musk's takeover bid with a so-called ""poison pill"" -- a financial device that companies have been using for decades to fend off unwelcome suitors. Here's a look at how it could play out:",AP
125,2022-04-15 21:05:00+00:00,1515073728937271298,"Baseball legends, fans and family gathered in New York to celebrate Jackie Robinson Day.

Players across the majors will don Robinson’s No. 42 — and all of them in Dodger blue this year — for the 75th anniversary of his big league debut.",AP
126,2022-04-15 20:56:24+00:00,1515071564835966981,"BREAKING: Texas Gov. Greg Abbott has repealed his traffic-clogging immigration order that backed up commercial trucks at the U.S.-Mexico border this week.

This comes after a week of intensifying backlash and fears of deepening economic losses.",AP
127,2022-04-15 20:52:11+00:00,1515070504176128006,"Body camera footage of Patrick Lyoya’s fatal encounter with a Michigan police officer goes dark 42 seconds before the officer shoots the Black man in the head.

It’s the latest in a handful of high-profile cases in which body cameras have somehow failed.",AP
128,2022-04-15 20:43:19+00:00,1515068274039529474,"President Joe Biden and the first lady earned $610,702 during their first year in the White House and paid $150,439 in federal income taxes.

It's the second year Biden has released his tax returns from the White House.",AP
129,2022-04-15 20:26:01+00:00,1515063920406536192,"Muslim headscarves are center stage in France’s presidential campaign amid candidate Marine Le Pen’s push to ban them.

She and her rival, President Emmanuel Macron, were confronted by women who asked why their clothing should be caught up in politics.",AP
